date,symbol,exchange,company_name,stock_price_close,option_symbol,option_expiration,strike,call_put,style,ask,bid,mean_price,settlement,volume,open_interest,stock_price_for_iv
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00080000,02/21/2020,80.000,C,A,71.690,71.270,71.480,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00080000,02/21/2020,80.000,P,A,0.050,0.010,0.030,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00081000,02/21/2020,81.000,C,A,70.690,70.280,70.485,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00081000,02/21/2020,81.000,P,A,0.050,0.010,0.030,0.000,0,6,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00082000,02/21/2020,82.000,C,A,69.700,69.280,69.490,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00082000,02/21/2020,82.000,P,A,0.050,0.010,0.030,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00083000,02/21/2020,83.000,C,A,68.700,68.290,68.495,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00083000,02/21/2020,83.000,P,A,0.050,0.020,0.035,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00084000,02/21/2020,84.000,C,A,67.710,67.290,67.500,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00084000,02/21/2020,84.000,P,A,0.050,0.020,0.035,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00085000,02/21/2020,85.000,C,A,66.710,66.300,66.505,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00085000,02/21/2020,85.000,P,A,0.060,0.020,0.040,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00086000,02/21/2020,86.000,C,A,65.720,65.300,65.510,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00086000,02/21/2020,86.000,P,A,0.060,0.020,0.040,0.000,0,7,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00087000,02/21/2020,87.000,C,A,64.720,64.310,64.515,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00087000,02/21/2020,87.000,P,A,0.060,0.020,0.040,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00088000,02/21/2020,88.000,C,A,63.730,63.320,63.525,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00088000,02/21/2020,88.000,P,A,0.060,0.030,0.045,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00089000,02/21/2020,89.000,C,A,62.740,62.320,62.530,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00089000,02/21/2020,89.000,P,A,0.070,0.030,0.050,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00090000,02/21/2020,90.000,C,A,61.740,61.330,61.535,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00090000,02/21/2020,90.000,P,A,0.070,0.030,0.050,0.000,0,6,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00091000,02/21/2020,91.000,C,A,60.750,60.330,60.540,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00091000,02/21/2020,91.000,P,A,0.070,0.040,0.055,0.000,0,3,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00092000,02/21/2020,92.000,C,A,59.750,59.350,59.550,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00092000,02/21/2020,92.000,P,A,0.080,0.040,0.060,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00093000,02/21/2020,93.000,C,A,58.760,58.350,58.555,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00093000,02/21/2020,93.000,P,A,0.080,0.040,0.060,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00094000,02/21/2020,94.000,C,A,57.770,57.350,57.560,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00094000,02/21/2020,94.000,P,A,0.090,0.050,0.070,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00095000,02/21/2020,95.000,C,A,56.770,56.360,56.565,0.000,0,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00095000,02/21/2020,95.000,P,A,0.090,0.050,0.070,0.000,0,60,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00096000,02/21/2020,96.000,C,A,55.780,55.370,55.575,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00096000,02/21/2020,96.000,P,A,0.100,0.060,0.080,0.000,0,20,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00097000,02/21/2020,97.000,C,A,54.790,54.380,54.585,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00097000,02/21/2020,97.000,P,A,0.100,0.070,0.085,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00098000,02/21/2020,98.000,C,A,53.800,53.390,53.595,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00098000,02/21/2020,98.000,P,A,0.110,0.070,0.090,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00099000,02/21/2020,99.000,C,A,52.810,52.400,52.605,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00099000,02/21/2020,99.000,P,A,0.120,0.080,0.100,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00100000,02/21/2020,100.000,C,A,51.820,51.400,51.610,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00100000,02/21/2020,100.000,P,A,0.130,0.090,0.110,0.000,0,13,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00101000,02/21/2020,101.000,C,A,50.820,50.420,50.620,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00101000,02/21/2020,101.000,P,A,0.140,0.100,0.120,0.000,0,6,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00102000,02/21/2020,102.000,C,A,49.840,49.430,49.635,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00102000,02/21/2020,102.000,P,A,0.150,0.110,0.130,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00103000,02/21/2020,103.000,C,A,48.850,48.440,48.645,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00103000,02/21/2020,103.000,P,A,0.160,0.120,0.140,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00104000,02/21/2020,104.000,C,A,47.860,47.460,47.660,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00104000,02/21/2020,104.000,P,A,0.180,0.130,0.155,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00105000,02/21/2020,105.000,C,A,46.870,46.480,46.675,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00105000,02/21/2020,105.000,P,A,0.190,0.150,0.170,0.000,0,20,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00106000,02/21/2020,106.000,C,A,45.880,45.490,45.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00106000,02/21/2020,106.000,P,A,0.210,0.160,0.185,0.000,0,17,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00107000,02/21/2020,107.000,C,A,44.900,44.510,44.705,0.000,0,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00107000,02/21/2020,107.000,P,A,0.220,0.180,0.200,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00108000,02/21/2020,108.000,C,A,43.910,43.530,43.720,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00108000,02/21/2020,108.000,P,A,0.240,0.190,0.215,0.000,0,11,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00109000,02/21/2020,109.000,C,A,42.930,42.550,42.740,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00109000,02/21/2020,109.000,P,A,0.260,0.210,0.235,0.000,0,50,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00110000,02/21/2020,110.000,C,A,41.950,41.570,41.760,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00110000,02/21/2020,110.000,P,A,0.280,0.230,0.255,0.000,0,21,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00111000,02/21/2020,111.000,C,A,40.970,40.580,40.775,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00111000,02/21/2020,111.000,P,A,0.300,0.260,0.280,0.000,0,3,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00115000,02/21/2020,115.000,C,A,37.070,36.690,36.880,0.000,0,11,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00115000,02/21/2020,115.000,P,A,0.420,0.370,0.395,0.000,0,818,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00120000,02/21/2020,120.000,C,A,32.250,31.900,32.075,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00120000,02/21/2020,120.000,P,A,0.630,0.580,0.605,0.000,0,537,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00125000,02/21/2020,125.000,C,A,27.550,27.220,27.385,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00125000,02/21/2020,125.000,P,A,0.930,0.890,0.910,0.000,2,2905,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00130000,02/21/2020,130.000,C,A,22.980,22.680,22.830,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00130000,02/21/2020,130.000,P,A,1.380,1.330,1.355,0.000,3,1892,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00135000,02/21/2020,135.000,C,A,18.600,18.370,18.485,0.000,0,7,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00135000,02/21/2020,135.000,P,A,2.010,1.950,1.980,0.000,20,2085,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00136000,02/21/2020,136.000,C,A,17.750,17.500,17.625,0.000,0,10,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00136000,02/21/2020,136.000,P,A,2.170,2.110,2.140,0.000,0,166,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00137000,02/21/2020,137.000,C,A,16.910,16.670,16.790,0.000,0,11,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00137000,02/21/2020,137.000,P,A,2.330,2.270,2.300,0.000,0,360,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00138000,02/21/2020,138.000,C,A,16.090,15.840,15.965,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00138000,02/21/2020,138.000,P,A,2.510,2.440,2.475,0.000,0,34,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00139000,02/21/2020,139.000,C,A,15.270,15.040,15.155,0.000,0,18,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00139000,02/21/2020,139.000,P,A,2.690,2.620,2.655,0.000,0,38,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00140000,02/21/2020,140.000,C,A,14.460,14.240,14.350,0.000,0,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00140000,02/21/2020,140.000,P,A,2.890,2.820,2.855,0.000,0,115,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00141000,02/21/2020,141.000,C,A,13.670,13.450,13.560,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00141000,02/21/2020,141.000,P,A,3.100,3.030,3.065,0.000,0,23,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00142000,02/21/2020,142.000,C,A,12.890,12.680,12.785,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00142000,02/21/2020,142.000,P,A,3.330,3.260,3.295,0.000,0,181,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00143000,02/21/2020,143.000,C,A,12.120,11.940,12.030,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00143000,02/21/2020,143.000,P,A,3.540,3.500,3.520,0.000,1922,86,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00144000,02/21/2020,144.000,C,A,11.370,11.180,11.275,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00144000,02/21/2020,144.000,P,A,3.810,3.740,3.775,0.000,0,88,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00145000,02/21/2020,145.000,C,A,10.630,10.450,10.540,0.000,0,32,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00145000,02/21/2020,145.000,P,A,4.090,4.000,4.045,0.000,0,321,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00146000,02/21/2020,146.000,C,A,9.910,9.740,9.825,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00146000,02/21/2020,146.000,P,A,4.370,4.290,4.330,0.000,8,87,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00147000,02/21/2020,147.000,C,A,9.210,9.050,9.130,0.000,0,10,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00147000,02/21/2020,147.000,P,A,4.670,4.600,4.635,0.000,0,43,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00148000,02/21/2020,148.000,C,A,8.530,8.410,8.470,0.000,0,60,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00148000,02/21/2020,148.000,P,A,4.990,4.910,4.950,0.000,0,418,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00149000,02/21/2020,149.000,C,A,7.870,7.780,7.825,0.000,0,72,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00149000,02/21/2020,149.000,P,A,5.340,5.250,5.295,0.000,0,197,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00150000,02/21/2020,150.000,C,A,7.230,7.150,7.190,0.000,0,103,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00150000,02/21/2020,150.000,P,A,5.700,5.610,5.655,0.000,0,412,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00151000,02/21/2020,151.000,C,A,6.610,6.530,6.570,0.000,1,1751,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00151000,02/21/2020,151.000,P,A,6.090,5.990,6.040,0.000,11,840,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00152000,02/21/2020,152.000,C,A,6.020,5.950,5.985,0.000,0,396,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00152000,02/21/2020,152.000,P,A,6.510,6.400,6.455,0.000,0,127,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00153000,02/21/2020,153.000,C,A,5.460,5.370,5.415,0.000,22,440,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00153000,02/21/2020,153.000,P,A,6.950,6.840,6.895,0.000,0,46,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00154000,02/21/2020,154.000,C,A,4.920,4.840,4.880,0.000,0,340,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00154000,02/21/2020,154.000,P,A,7.430,7.300,7.365,0.000,0,24,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00155000,02/21/2020,155.000,C,A,4.410,4.330,4.370,0.000,0,82,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00155000,02/21/2020,155.000,P,A,7.930,7.780,7.855,0.000,0,144,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00156000,02/21/2020,156.000,C,A,3.930,3.850,3.890,0.000,0,50,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00156000,02/21/2020,156.000,P,A,8.460,8.300,8.380,0.000,5,5,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00157000,02/21/2020,157.000,C,A,3.480,3.400,3.440,0.000,0,365,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00157000,02/21/2020,157.000,P,A,9.040,8.860,8.950,0.000,2,32,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00158000,02/21/2020,158.000,C,A,3.070,2.990,3.030,0.000,0,472,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00158000,02/21/2020,158.000,P,A,9.630,9.440,9.535,0.000,0,55,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00159000,02/21/2020,159.000,C,A,2.690,2.600,2.645,0.000,0,154,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00159000,02/21/2020,159.000,P,A,10.270,10.060,10.165,0.000,0,7,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00160000,02/21/2020,160.000,C,A,2.330,2.250,2.290,0.000,0,135,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00160000,02/21/2020,160.000,P,A,10.940,10.720,10.830,0.000,0,17,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00161000,02/21/2020,161.000,C,A,2.010,1.940,1.975,0.000,0,112,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00161000,02/21/2020,161.000,P,A,11.640,11.410,11.525,0.000,0,15,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00162000,02/21/2020,162.000,C,A,1.720,1.660,1.690,0.000,0,42,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00162000,02/21/2020,162.000,P,A,12.370,12.130,12.250,0.000,0,19,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00163000,02/21/2020,163.000,C,A,1.460,1.400,1.430,0.000,0,167,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00163000,02/21/2020,163.000,P,A,13.130,12.880,13.005,0.000,0,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00164000,02/21/2020,164.000,C,A,1.240,1.180,1.210,0.000,1,17,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00164000,02/21/2020,164.000,P,A,13.950,13.670,13.810,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00165000,02/21/2020,165.000,C,A,1.050,0.990,1.020,0.000,0,1299,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00165000,02/21/2020,165.000,P,A,14.780,14.480,14.630,0.000,0,5,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00166000,02/21/2020,166.000,C,A,0.870,0.810,0.840,0.000,0,49,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00166000,02/21/2020,166.000,P,A,15.640,15.320,15.480,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00167000,02/21/2020,167.000,C,A,0.730,0.670,0.700,0.000,0,90,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00167000,02/21/2020,167.000,P,A,16.500,16.190,16.345,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00168000,02/21/2020,168.000,C,A,0.610,0.550,0.580,0.000,0,94,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00168000,02/21/2020,168.000,P,A,17.420,17.070,17.245,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00169000,02/21/2020,169.000,C,A,0.500,0.450,0.475,0.000,0,173,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00169000,02/21/2020,169.000,P,A,18.340,17.980,18.160,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00170000,02/21/2020,170.000,C,A,0.420,0.370,0.395,0.000,1,6697,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00170000,02/21/2020,170.000,P,A,19.270,18.910,19.090,0.000,0,4,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00171000,02/21/2020,171.000,C,A,0.350,0.300,0.325,0.000,0,1041,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00171000,02/21/2020,171.000,P,A,20.220,19.850,20.035,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00172000,02/21/2020,172.000,C,A,0.290,0.240,0.265,0.000,0,15054,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00172000,02/21/2020,172.000,P,A,21.170,20.800,20.985,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00173000,02/21/2020,173.000,C,A,0.240,0.200,0.220,0.000,0,1001,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00173000,02/21/2020,173.000,P,A,22.140,21.760,21.950,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00174000,02/21/2020,174.000,C,A,0.210,0.160,0.185,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00174000,02/21/2020,174.000,P,A,23.110,22.730,22.920,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00175000,02/21/2020,175.000,C,A,0.180,0.130,0.155,0.000,0,14,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00175000,02/21/2020,175.000,P,A,24.100,23.700,23.900,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00176000,02/21/2020,176.000,C,A,0.150,0.100,0.125,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00176000,02/21/2020,176.000,P,A,25.090,24.680,24.885,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00177000,02/21/2020,177.000,C,A,0.130,0.080,0.105,0.000,0,25,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00177000,02/21/2020,177.000,P,A,26.070,25.660,25.865,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00178000,02/21/2020,178.000,C,A,0.110,0.080,0.095,0.000,10,321,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221P00178000,02/21/2020,178.000,P,A,27.060,26.650,26.855,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   200221C00179000,02/21/2020,179.000,C,A,0.100,0.060,0.080,0.000,0,1,151.320
